ID,TARGET
42800,47.08605782254673
42801,47.08605782254673
42802,47.08605782254673
42803,47.08605782254673
42804,47.08605782254673
42805,47.08605782254673
42806,47.08605782254673
42807,47.08605782254673
42808,47.08605782254673
42809,47.08605782254673
42810,47.08605782254673
42811,47.08605782254673
42812,47.08605782254673
42813,47.08605782254673
42814,47.08605782254673
42815,47.08605782254673
42816,47.08605782254673
42817,47.08605782254673
42818,47.08605782254673
42819,47.08605782254673
42820,47.08605782254673
42821,47.08605782254673
42822,47.08605782254673
42823,47.08605782254673
42824,47.08605782254673
42825,47.08605782254673
42826,47.08605782254673
42827,47.08605782254673
42828,47.08605782254673
42829,47.08605782254673
42830,47.08605782254673
42831,47.08605782254673
42832,47.08605782254673
42833,47.08605782254673
42834,47.08605782254673
42835,47.08605782254673
42836,47.08605782254673
42837,47.08605782254673
42838,47.08605782254673
42839,47.08605782254673
42840,47.08605782254673
42841,47.08605782254673
42842,47.08605782254673
42843,47.08605782254673
42844,47.08605782254673
42845,47.08605782254673
42846,47.08605782254673
42847,47.08605782254673
42848,47.08605782254673
42849,47.08605782254673
42850,47.08605782254673
42851,47.08605782254673
42852,47.08605782254673
42853,47.08605782254673
42854,47.08605782254673
42855,47.08605782254673
42856,47.08605782254673
42857,47.08605782254673
42858,47.08605782254673
42859,47.08605782254673
42860,47.08605782254673
42861,47.08605782254673
42862,47.08605782254673
42863,47.08605782254673
42864,47.08605782254673
42865,47.08605782254673
42866,47.08605782254673
42867,47.08605782254673
42868,47.08605782254673
42869,47.08605782254673
42870,47.08605782254673
42871,47.08605782254673
42872,47.08605782254673
42873,47.08605782254673
42874,47.08605782254673
42875,47.08605782254673
42876,47.08605782254673
42877,47.08605782254673
42878,47.08605782254673
42879,47.08605782254673
42880,47.08605782254673
42881,47.08605782254673
42882,47.08605782254673
42883,47.08605782254673
42884,47.08605782254673
42885,47.08605782254673
42886,47.08605782254673
42887,47.08605782254673
42888,47.08605782254673
42889,47.08605782254673
42890,47.08605782254673
42891,47.08605782254673
42892,47.08605782254673
42893,47.08605782254673
42894,47.08605782254673
42895,47.08605782254673
42896,47.08605782254673
42897,47.08605782254673
42898,47.08605782254673
42899,47.08605782254673
42900,47.08605782254673
42901,47.08605782254673
42902,47.08605782254673
42903,47.08605782254673
42904,47.08605782254673
42905,47.08605782254673
42906,47.08605782254673
42907,47.08605782254673
42908,47.08605782254673
42909,47.08605782254673
42910,47.08605782254673
42911,47.08605782254673
42912,47.08605782254673
42913,47.08605782254673
42914,47.08605782254673
42915,47.08605782254673
42916,47.08605782254673
42917,47.08605782254673
42918,47.08605782254673
42919,47.08605782254673
42920,47.08605782254673
42921,47.08605782254673
42922,47.08605782254673
42923,47.08605782254673
42924,47.08605782254673
42925,47.08605782254673
42926,47.08605782254673
42927,47.08605782254673
42928,47.08605782254673
42929,47.08605782254673
42930,47.08605782254673
42931,47.08605782254673
42932,47.08605782254673
42933,47.08605782254673
42934,47.08605782254673
42935,47.08605782254673
42936,47.08605782254673
42937,47.08605782254673
42938,47.08605782254673
42939,47.08605782254673
42940,47.08605782254673
42941,47.08605782254673
42942,47.08605782254673
42943,47.08605782254673
42944,47.08605782254673
42945,47.08605782254673
42946,47.08605782254673
42947,47.08605782254673
42948,47.08605782254673
42949,47.08605782254673
42950,47.08605782254673
42951,47.08605782254673
42952,47.08605782254673
42953,47.08605782254673
42954,47.08605782254673
42955,47.08605782254673
42956,47.08605782254673
42957,47.08605782254673
42958,47.08605782254673
42959,47.08605782254673
42960,47.08605782254673
42961,47.08605782254673
42962,47.08605782254673
42963,47.08605782254673
42964,47.08605782254673
42965,47.08605782254673
42966,47.08605782254673
42967,47.08605782254673
42968,47.08605782254673
42969,47.08605782254673
42970,47.08605782254673
42971,47.08605782254673
42972,47.08605782254673
42973,47.08605782254673
42974,47.08605782254673
42975,47.08605782254673
42976,47.08605782254673
42977,47.08605782254673
42978,47.08605782254673
42979,47.08605782254673
42980,47.08605782254673
42981,47.08605782254673
42982,47.08605782254673
42983,47.08605782254673
42984,47.08605782254673
42985,47.08605782254673
42986,47.08605782254673
42987,47.08605782254673
42988,47.08605782254673
42989,47.08605782254673
42990,47.08605782254673
42991,47.08605782254673
42992,47.08605782254673
42993,47.08605782254673
42994,47.08605782254673
42995,47.08605782254673
42996,47.08605782254673
42997,47.08605782254673
42998,47.08605782254673
42999,47.08605782254673
43000,47.08605782254673
43001,47.08605782254673
43002,47.08605782254673
43003,47.08605782254673
43004,47.08605782254673
43005,47.08605782254673
43006,47.08605782254673
43007,47.08605782254673
43008,47.08605782254673
43009,47.08605782254673
43010,47.08605782254673
43011,47.08605782254673
43012,47.08605782254673
43013,47.08605782254673
43014,47.08605782254673
43015,47.08605782254673
43016,47.08605782254673
43017,47.08605782254673
43018,47.08605782254673
43019,47.08605782254673
43020,47.08605782254673
43021,47.08605782254673
43022,47.08605782254673
43023,47.08605782254673
43024,47.08605782254673
43025,47.08605782254673
43026,47.08605782254673
43027,47.08605782254673
43028,47.08605782254673
43029,47.08605782254673
43030,47.08605782254673
43031,47.08605782254673
43032,47.08605782254673
43033,47.08605782254673
43034,47.08605782254673
43035,47.08605782254673
43036,47.08605782254673
43037,47.08605782254673
43038,47.08605782254673
43039,47.08605782254673
43040,47.08605782254673
43041,47.08605782254673
43042,47.08605782254673
43043,47.08605782254673
43044,47.08605782254673
43045,47.08605782254673
43046,47.08605782254673
43047,47.08605782254673
43048,47.08605782254673
43049,47.08605782254673
43050,47.08605782254673
43051,47.08605782254673
43052,47.08605782254673
43053,47.08605782254673
43054,47.08605782254673
43055,47.08605782254673
43056,47.08605782254673
43057,47.08605782254673
43058,47.08605782254673
43059,47.08605782254673
43060,47.08605782254673
43061,47.08605782254673
43062,47.08605782254673
43063,47.08605782254673
43064,47.08605782254673
43065,47.08605782254673
43066,47.08605782254673
43067,47.08605782254673
43068,47.08605782254673
43069,47.08605782254673
43070,47.08605782254673
43071,47.08605782254673
43072,47.08605782254673
43073,47.08605782254673
43074,47.08605782254673
43075,47.08605782254673
43076,47.08605782254673
43077,47.08605782254673
43078,47.08605782254673
43079,47.08605782254673
43080,47.08605782254673
43081,47.08605782254673
43082,47.08605782254673
43083,47.08605782254673
43084,47.08605782254673
43085,47.08605782254673
43086,47.08605782254673
43087,47.08605782254673
43088,47.08605782254673
